cell_id,total_distance,net_distance,linearity,spearmanrsq,progressivity,max_speed,min_speed,avg_speed,MSD_slope,hurst_RS,nongauss,disp_var,disp_skew,rw_linearity,rw_netdist,rw_kurtosis01,rw_kurtosis02,rw_kurtosis03,rw_kurtosis04,rw_kurtosis05,rw_kurtosis06,rw_kurtosis07,rw_kurtosis08,rw_kurtosis09,rw_kurtosis10,avg_moving_speed01,avg_moving_speed02,avg_moving_speed03,avg_moving_speed04,avg_moving_speed05,avg_moving_speed06,avg_moving_speed07,avg_moving_speed08,avg_moving_speed09,avg_moving_speed10,time_moving01,time_moving02,time_moving03,time_moving04,time_moving05,time_moving06,time_moving07,time_moving08,time_moving09,time_moving10,autocorr_1,autocorr_2,autocorr_3,autocorr_4,autocorr_5,autocorr_6,autocorr_7,autocorr_8,autocorr_9,autocorr_10,p_rturn_9_5,p_rturn_9_6,p_rturn_10_5,p_rturn_10_6,p_rturn_11_5,p_rturn_11_6,mean_theta_9_5,min_theta_9_5,max_theta_9_5,mean_theta_9_6,min_theta_9_6,max_theta_9_6,mean_theta_10_5,min_theta_10_5,max_theta_10_5,mean_theta_10_6,min_theta_10_6,max_theta_10_6,mean_theta_11_5,min_theta_11_5,max_theta_11_5,mean_theta_11_6,min_theta_11_6,max_theta_11_6,label
16,493.0792366,39.44616585,0.503729838,0.437483899,0.079999649,9.620810777,0.2,6.848322731,1.058378895,0.834968065,0.865376295,35.65504883,2.168176674,0.265649677,-43.30243255,7.606268827,1.495583744,1.14569083,-0.810305114,-1.15503365,-0.080746773,-0.888248064,-0.910020469,-1.350180914,-0.924128224,3.955168699,5.326658746,6.272776451,6.917897917,7.877188906,8.67933595,8.67933595,9.120707624,9.898131725,10.16925049,0.823529412,0.529411765,0.397058824,0.323529412,0.235294118,0.176470588,0.176470588,0.132352941,0.058823529,0.029411765,0.16311364,0.148124511,0.273290845,0.308393874,0.157855382,0.04588098,0.158882614,-0.086567209,-0.11020855,-0.105143713,0.7,0.7,0.578947368,0.578947368,0.5,0.5,0.692381127,0.034588276,1.859975815,0.640378706,0.072447268,1.683065664,0.723386013,0.055707979,1.622649592,0.726355671,0.098193395,1.683065664,0.675489308,0.067810263,1.60568532,0.632534795,0.098193395,1.279765135,0
17,551.1723147,54.4242593,0.146460381,0.108242992,0.09874273,8.544003745,0.447213595,7.655171037,1.196469044,0.694859273,-0.091558761,27.55855313,1.017904537,-0.059842826,-38.07352428,0.414740062,-0.933652566,-0.830037411,-0.614530789,-1.189581396,-0.623410833,-0.495554581,-1.076033596,-0.370117653,-0.058779525,3.978956143,4.692381736,5.496140854,5.971846279,6.683881354,7.156340918,8.321139519,9.19775186,9.524625918,0,0.955882353,0.735294118,0.529411765,0.426470588,0.294117647,0.205882353,0.088235294,0.044117647,0.029411765,0,0.147692513,0.078369847,0.125949625,0.136003991,-0.009681916,-0.119508757,-0.005121337,-0.046885845,-0.133287594,-0.097590474,0.6,0.65,0.526315789,0.631578947,0.421052632,0.473684211,0.770535517,0.141231664,1.966340081,0.778106364,0.011809057,2.084229998,0.723387198,0.028746073,1.546181253,0.634473611,0.096722176,1.485900032,0.67695852,0.058090432,1.487604849,0.555027872,0.004465575,1.461808309,0
18,985.9834374,146.931957,0.005815665,0.032338634,0.149020715,31.4311947,0,13.69421441,1.008880479,0.941240186,0.510495835,162.0852202,1.632293762,-0.236509488,-18.53586523,3.012539378,1.533521361,4.860334095,2.133037148,-1.225445771,-0.988484302,-1.231386015,-1.078715612,-0.480202138,-0.947717644,9.801562547,10.23210708,10.96962416,11.25257388,11.38632366,12.02992942,12.87163219,13.81754915,15.24821666,16.26528186,0.897058824,0.852941176,0.779411765,0.75,0.735294118,0.661764706,0.573529412,0.485294118,0.382352941,0.323529412,0.590145125,0.487499378,0.55917913,0.577218787,0.624793075,0.404718464,0.256984545,0.382985556,0.430143389,0.238238167,0.35,0.3,0.263157895,0.263157895,0.368421053,0.368421053,0.903235405,0.030171977,2.575386613,0.864257175,0.042348811,2.57655073,0.739927276,0.057950714,2.490745825,0.715112403,0.094371027,2.491909942,0.702550396,0.027780268,2.476179273,0.677458348,0.088857159,2.47734339,1
19,68.47123294,4.242640687,0.087020455,0.025397912,0.061962382,1.64924225,0,0.950989346,0.470030201,0.732320789,1.799026622,2.562922091,2.134910362,-0.156714605,-7.248207305,5.143895664,2.220309827,3.036838083,-0.010150809,-0.541045097,-1.042262903,-0.6021984,-0.59412635,-1.446385749,-0.944123333,1.461834288,0,0,0,0,0,0,0,0,0,0.073529412,0,0,0,0,0,0,0,0,0,0.194429832,-0.186650117,0.278619513,0.278022553,-0.083591786,-0.04183825,0.227066024,-0.074956216,-0.091868563,0.121870813,0.428571429,0.357142857,0.428571429,0.428571429,0.4,0.466666667,0.539808291,0.010203727,1.768191887,0.538402178,0.032503,1.351252491,0.53257756,0.010203727,1.768191887,0.553665246,0.044268891,1.351252491,0.550441224,0.010203727,2.034443936,0.573182402,0.044268891,1.351252491,1
20,297.316558,90.13878189,0.296739819,0.462810706,0.303174443,6.811754546,0.282842712,4.129396639,1.626505252,0.7857739,-0.255470822,6.084083385,0.67384581,0.039774247,40.24309246,0.487292776,0.114909227,-0.007754543,-0.66807401,0.404952248,0.236877685,-0.072101692,0.094769717,-1.266494354,0.407754221,3.323236247,4.173734059,5.152580634,6.120455231,6.978321314,7.276535565,7.751307026,8.2,0,0,0.911764706,0.617647059,0.382352941,0.25,0.161764706,0.132352941,0.073529412,0.014705882,0,0,0.258088916,0.259117716,0.29820459,0.185615907,0.245047076,0.211271155,0.077668854,0.07400311,0.032354921,0.056305443,0.888888889,0.888888889,0.789473684,0.789473684,0.736842105,0.736842105,0.466998536,0.033688038,1.483014433,0.445659433,0.040115841,1.563837722,0.599525668,0.09924002,1.845324254,0.571248686,0.151647247,1.823034445,0.707550459,0.131486902,2.143185807,0.679144139,0.145636787,2.141957104,1
21,240.1905432,162.3607095,0.806213411,0.769032815,0.675966287,7.912016178,0.2,3.335979766,1.788316463,0.791357127,0.446198775,8.118925407,1.616749606,0.569146976,122.0519127,4.068039522,1.527293658,-0.001447234,3.012841966,-0.386281092,-0.088633884,-1.000936842,-0.05058611,-1.512059498,-0.844304113,3.224331027,4.188586435,4.864409519,5.408472456,6.363157121,7.328390997,8.078537434,8.544292474,0,0,0.852941176,0.544117647,0.382352941,0.279411765,0.132352941,0.073529412,0.044117647,0.029411765,0,0,0.440501015,0.36189278,0.247069803,0.160555033,0.21158144,0.009165487,0.017756836,0.026081264,0.072488755,0.011552151,0.15,0.15,0.210526316,0.210526316,0.210526316,0.263157895,0.331486958,0.012280445,1.372933575,0.289932087,0.001481616,1.243927862,0.31674638,0.005458179,1.35415644,0.286765013,0.004754927,1.225150726,0.344483046,0.007301136,1.304900538,0.299951568,0.003211718,1.175894824,1
22,1000.523582,168.0743883,0.005281082,0.005168945,0.167986434,31.0567223,0.824621125,13.89616086,1.081772115,0.9106022,0.505628026,191.3902623,1.582555545,-0.248173314,0.16643771,1.67397536,1.115739529,0.954285335,0.385522797,-0.199989075,1.417100009,1.137037899,-0.924015223,1.01904523,1.319808916,10.77117392,11.05164067,12.43110072,13.13862966,14.70562991,17.03909183,19.69357309,20.62364555,22.81888488,23.46430855,0.985294118,0.955882353,0.823529412,0.764705882,0.647058824,0.514705882,0.411764706,0.382352941,0.323529412,0.308823529,0.667288321,0.512726552,0.463147259,0.537273767,0.469180114,0.240713394,0.247541478,0.247722569,0.220391694,0.104282766,0.5,0.4,0.315789474,0.315789474,0.368421053,0.315789474,0.691882725,0.022245327,1.626208536,0.662369153,0.019684896,1.651164643,0.782141965,0.047416792,2.157514983,0.781652293,0.049977224,2.217370885,0.736041732,0.075078173,2.021569568,0.746539583,0.053678626,2.081425469,1
23,706.0904609,166.003012,0.039757284,0.028641624,0.235101621,16.06113321,1.019803903,9.806811957,1.294993281,0.80180598,-0.156958607,32.98804597,1.089753983,-0.173635625,47.50685229,1.115362028,0.174782986,0.350292697,-0.422262815,2.112196822,-0.879932737,0.468705377,1.411417195,1.116084923,0.015763208,8.064323189,8.064323189,8.515546098,9.019261165,10.1316518,10.71037453,11.92931837,12.71467146,13.24020178,13.84534539,0.985294118,0.985294118,0.911764706,0.823529412,0.661764706,0.588235294,0.455882353,0.382352941,0.338235294,0.294117647,0.475647795,0.310192965,0.181552965,0.126243566,0.001967792,-0.059954406,-0.09405856,-0.009823862,0.216457312,0.18108511,0.5,0.45,0.473684211,0.473684211,0.5,0.555555556,0.810232454,0.061358482,2.471009921,0.782622042,0.04738914,2.426611497,0.811662571,0.025452797,2.766037279,0.783186412,0.013442167,2.721638854,0.6828222,0.029614049,2.035223525,0.666542265,0.005956017,2.025864938,1
24,386.7779664,36.87817783,0.007737345,0.018616229,0.095347153,7.161005516,0,5.371916199,0.92888005,0.709408761,0.067789001,12.93219233,1.331921243,-0.221203474,-28.03093257,4.150836202,0.692299851,-0.54168618,0.093323213,-1.604058781,-1.547101727,-1.036731429,-1.561521146,-1.117574346,-1.111802877,4.113671821,4.585573323,5.249067269,5.734553199,6.23773731,6.828517505,8.153390325,8.227116164,0,0,0.941176471,0.794117647,0.602941176,0.470588235,0.338235294,0.191176471,0.058823529,0.044117647,0,0,0.346636296,0.117838045,0.028417185,0.109594837,0.017676788,0.013450428,-0.010392334,-0.072549434,-0.163694069,-0.009660114,0.65,0.7,0.736842105,0.684210526,0.684210526,0.631578947,0.680499343,0.075223372,1.992611079,0.645947435,0.023234375,1.734987567,0.754784586,0.110414252,1.992611079,0.717984264,0.07075994,1.734987567,0.736533254,0.106962007,2.020972267,0.703048614,0.049486554,1.763348755,1
25,424.7012129,169.2837854,0.024603795,0.05584248,0.398595013,11.73882447,0.2,5.898627957,1.459575895,0.6985415,0.303449234,20.92186395,1.602205853,-0.216004681,98.01039262,4.049627468,5.375251727,1.187023677,-0.874099555,-1.247825736,-1.165546946,-1.174334943,-1.501391075,0.272258026,-1.183302791,4.959763128,5.895380418,6.568861923,7.117413902,7.799273115,8.746545887,9.302520832,9.911987493,10.16802847,11.76040606,0.897058824,0.705882353,0.588235294,0.5,0.397058824,0.279411765,0.220588235,0.161764706,0.132352941,0.044117647,0.347579532,0.182920666,0.106862089,0.192336849,0.026329792,0.056714729,-0.057717005,-0.106524983,-0.141230413,-0.166067327,0.5,0.5,0.526315789,0.526315789,0.421052632,0.421052632,0.795432571,0.029646208,2.249880394,0.768714772,0.034215014,2.349198733,0.85910821,0.029646208,2.221762767,0.82967014,0.034215014,2.29044291,0.876480405,0.029646208,2.382534001,0.841173951,0.034215014,2.403451322,1
26,400.7576934,165.0030303,0.001629728,0.005054024,0.411727667,7.84346862,0.4,5.566079075,1.638669655,0.843544904,-0.179130988,12.10442869,0.833649439,-0.214885123,97.74784092,0.656844956,-0.660832134,-0.760921614,-0.843948896,-0.907716568,-1.167766051,-0.467829362,0.035268177,-0.683260971,-0.741313282,4.992938925,5.208461099,5.952635976,6.169498025,6.827762912,7.47520183,7.812572718,8.515367701,9.07964757,0,0.955882353,0.897058824,0.705882353,0.647058824,0.455882353,0.308823529,0.235294118,0.088235294,0.014705882,0,0.229508505,0.250848792,0.09523687,0.033767529,0.09960653,0.206586269,0.138633906,0.152028663,-0.006243945,-0.078825686,0.45,0.45,0.421052632,0.421052632,0.444444444,0.444444444,0.797101275,0.031690859,2.499832228,0.706846077,0.032834201,2.538869702,0.765225756,0.060371517,2.549590778,0.668067609,0.061514859,2.588628252,0.640510975,0.018411427,2.163671103,0.532227409,0.019554769,1.219627235,1
27,567.5734602,229.7302766,0.317148634,0.209292502,0.404758666,10.18233765,0.721110255,7.882964725,1.556298231,0.697236396,-0.292487407,18.78599768,0.703416588,0.068675781,134.4800514,0.472413825,-0.422879068,-0.329410634,-1.1680655,-1.471131495,-1.189701842,-1.485979336,0.060345789,-1.610678378,-1.169142842,6.546773657,6.546773657,6.930461803,7.601605585,7.877007366,8.392261149,8.860608219,9.595438643,9.903510272,10.45755788,0.985294118,0.985294118,0.897058824,0.75,0.691176471,0.573529412,0.455882353,0.294117647,0.220588235,0.102941176,0.53708588,0.162146609,-0.072364448,-0.038752293,0.054179442,0.007166226,0.016510996,0.01051306,-0.035880792,-0.154002565,0.5,0.45,0.526315789,0.421052632,0.444444444,0.444444444,0.763460054,0.025681353,2.657136574,0.759633772,0.050660918,2.609129006,0.782502257,0.014869921,2.612005104,0.766697697,0.020135465,2.563997536,0.767794708,0.001162371,2.621815581,0.757941976,0.002578286,2.573808013,1
28,840.7443617,238.5372088,0.215220985,0.100228842,0.283721449,19.06724941,1.886796226,11.67700502,1.49356207,0.803979199,-0.159777113,47.48906712,1.121351709,-0.020106141,97.4434203,1.424626478,1.430407646,1.063056786,0.424483252,0.052052217,1.597983171,-0.357692092,0.669862693,-1.702685946,0.323744394,9.780100783,9.780100783,10.12386827,10.3318393,11.05216198,11.99316713,12.62176359,12.74334563,13.59652343,15.01717981,1,1,0.955882353,0.926470588,0.823529412,0.705882353,0.632352941,0.617647059,0.514705882,0.382352941,0.425875455,0.253198023,0.227297161,0.101227907,0.186190818,-0.079546724,-0.136890636,0.024874807,-0.063464839,0.060768357,0.55,0.55,0.631578947,0.631578947,0.526315789,0.578947368,0.708468642,0.038116988,2.748665713,0.667381384,0.078002996,2.753312828,0.632978232,0.066782929,1.978443391,0.587140053,0.063384654,1.762395272,0.705636221,0.077969156,2.143231281,0.65561243,0.002807863,2.178629256,1
29,597.95864,177.4091317,0.724372023,0.697068895,0.296691309,10.4995238,0.447213595,8.304981111,1.486553578,0.831380228,-0.308066391,21.82244721,0.578182898,0.499308282,77.05966309,-0.16561679,-0.777627178,-0.796866045,-1.173786973,-0.48461837,0.830703003,-0.859238501,-0.296051132,-0.956217959,-0.426257252,5.916662768,6.414521509,7.130555899,8.041103747,8.814775048,9.845808882,9.994511672,10.50355798,11.01655167,11.45206841,0.970588235,0.867647059,0.735294118,0.588235294,0.485294118,0.367647059,0.352941176,0.294117647,0.235294118,0.176470588,0.336216086,0.401551412,0.315442837,0.206794813,0.155587561,0.069511444,0.238545268,0.078831011,0.104308858,-0.060959339,0.4,0.45,0.421052632,0.368421053,0.421052632,0.421052632,0.816813029,0.00279188,2.762179195,0.671728635,0.018858986,2.619712225,0.669882807,0.048904456,2.729035253,0.651005585,0.025556229,2.586568283,0.619479902,0.003236235,2.676469238,0.612817895,0.02268212,2.534002268,1
30,758.2094695,263.7972706,0.006685463,0.112886129,0.347921361,22.29259967,0.894427191,10.53068708,1.286672336,0.855265807,0.377247462,67.60804492,1.859239285,-0.22214256,136.5544946,3.102656569,2.475675851,2.760994842,0.796330882,1.026095025,2.858454178,1.757465837,0.750241037,1.736557729,1.397033094,8.363626119,8.460935331,8.549621003,8.96307418,9.545425694,10.72546978,12.39733548,16.80376358,17.93937454,17.93937454,1,0.985294118,0.970588235,0.897058824,0.794117647,0.617647059,0.441176471,0.235294118,0.205882353,0.205882353,0.527599322,0.273981498,0.472970819,0.511047489,0.275564307,0.196484188,0.348281792,0.373859016,0.20879462,0.086886457,0.5,0.55,0.473684211,0.473684211,0.631578947,0.631578947,0.62651036,0.007155639,2.372993133,0.641169905,0.01528747,2.379630526,0.71539791,0.039831321,2.264749929,0.758077299,0.053080529,2.289986686,0.772821911,0.094690975,2.599074704,0.818429313,0.113172277,2.660189829,1
31,821.5267826,93.91485505,0.165054377,0.095860397,0.11431746,20.4792578,1.886796226,11.4100942,1.410574628,0.719718142,0.118763116,51.98055143,1.911697626,-0.07258242,-43.95383776,5.290638969,1.224971219,3.94520907,2.34226063,-0.976496001,0.741646998,-0.020652027,-1.195305205,-0.478829633,-0.565197547,9.3173804,9.56023205,9.787100904,9.998534981,10.475643,10.85610744,11.20094234,11.59181885,12.14584589,12.9993117,1,0.970588235,0.941176471,0.911764706,0.838235294,0.779411765,0.720588235,0.647058824,0.544117647,0.411764706,0.32473442,0.0298816,0.151469583,0.309141621,-0.02493434,-0.303980263,-0.174639009,-0.078093808,-0.126186577,-0.174466947,0.65,0.6,0.578947368,0.526315789,0.421052632,0.421052632,1.052283985,0.000912425,2.70643507,0.9934437,0.000637064,2.710089058,1.180162639,0.028286785,2.804077173,1.13184485,0.068373081,2.836297656,1.061620871,0.07767741,2.844099262,1.02374511,0.121274625,2.842412463,1
32,798.09192,213.0633709,0.257433099,0.232763601,0.266965954,14.67105995,0.282842712,11.08461,1.015140004,0.697652884,-0.294435406,38.03207732,0.699608578,0.031756902,79.12751863,-0.006770456,0.010767467,1.104224731,-1.048424738,-1.070834886,-0.537477829,0.355690763,-1.58149963,-1.36692578,-1.343318385,7.278925885,7.537761671,7.779329688,8.22785693,8.653671039,9.355726877,10.29366049,10.8425075,11.75836948,12.16891119,1,0.955882353,0.911764706,0.823529412,0.735294118,0.602941176,0.455882353,0.382352941,0.279411765,0.235294118,0.305718601,-0.102775876,-0.084004016,0.152752448,0.08676878,-0.0059675,-0.084526785,-0.178270589,-0.129167222,-0.076258435,0.6,0.65,0.736842105,0.684210526,0.578947368,0.578947368,0.812905827,0.00742666,1.768710075,0.78361055,0.072656331,1.793580201,0.72429522,0.019947866,1.6351791,0.702488295,0.091746157,1.667599688,0.897167104,0.027898879,1.994886099,0.88299874,0.0829785,2.027306688,1
33,716.6463536,221.8220007,0.182365685,0.169285958,0.309527844,15.96621433,0.824621125,9.953421578,1.074647646,0.675041344,-0.025952626,40.43869736,1.365936836,-0.039495063,101.5543502,2.885739766,0.871893878,-0.395814079,0.229756127,0.425845824,0.014140852,-0.986181944,1.633971338,1.407696154,0.52580347,7.272481197,7.452649147,8.263578228,8.706970838,9.092693363,9.958131186,10.78330185,11.60477314,12.64407837,13.55335352,0.970588235,0.941176471,0.808823529,0.735294118,0.676470588,0.544117647,0.441176471,0.352941176,0.264705882,0.205882353,0.099240342,-0.026790484,0.259255826,0.038900826,-0.068290534,-0.082012302,-0.185440249,-0.155407238,-0.020981025,-0.094182432,0.65,0.65,0.684210526,0.631578947,0.611111111,0.555555556,0.692253994,0.025713835,1.781795587,0.645853064,0.024938078,1.656425705,0.746946168,0.083961091,1.923917715,0.688527132,0.053837631,1.798547833,0.683423616,0.036842923,1.510162362,0.648535509,0.018784124,1.68662375,1
34,401.8894531,224.7220505,0.457303518,0.519071433,0.559163842,7.779460136,0.894427191,5.58179796,1.611199316,0.702061796,-0.209436437,7.894156447,1.484259782,0.229508351,157.2769292,3.746324867,-0.131237492,-0.100240954,-0.283878976,-0.956501398,-1.377409351,-1.296258735,-0.482558423,-0.352381926,-1.462499708,4.715298493,4.959894634,5.424937162,5.843018244,6.434126808,7.392304755,7.746439843,8.923047249,9.055385138,0,0.985294118,0.911764706,0.764705882,0.617647059,0.441176471,0.220588235,0.161764706,0.044117647,0.014705882,0,0.174963068,0.345735953,0.049626385,0.108064592,-0.232655354,-0.193845913,-0.235197137,-0.220521408,-0.201377786,0.025793175,0.6,0.6,0.578947368,0.578947368,0.666666667,0.666666667,1.005051211,0.069973286,2.746833429,0.926689691,0.030952727,2.790003038,1.101956197,0.152886779,2.809958525,1.097166417,0.074323578,2.853128133,1.053079863,0.113603013,2.832127841,1.030085584,0.029265529,2.87529745,1